0.3, 0, 0, 28.39912, 11.46451, 0, 966.736, -1289.057, -3.194287, 0.02042972, 0.1612821, 43.01623, 3.13655, 2.377186, 93.4938
1.069999, 0.4474032, -0.06942327, 71.50352, 11.32201, -0.2160380402687482657515952116, 11363.46, -1340.859, -3.194287, 0.02042972, 0.1612821, 147.9988, 3.110128, 2.344237, 96.95128
 
1.079999, 0.4634854, -0.06494924, 72.09363, 11.32594, -0.2224525049220614031548051841, 11575.69, -1341.546, -3.194287, 0.02042972, 0.1612821, 149.3851, 3.109365, 2.343809, 96.99619
 
1.089999, 0.4785156, -0.06031438, 72.68508, 11.33067, -0.2281253760362342609939794612, 11789.92, -1342.233, -3.194287, 0.02042972, 0.1612821, 150.772, 3.108691, 2.343381, 97.04108
 
1.099999, 0.4924108, -0.05552923, 73.27631, 11.3346, -0.2330431322704409996697737735, 12006.15, -1342.922, -3.194287, 0.02042972, 0.1612821, 152.1593, 3.108107, 2.342953, 97.08599
 
1.109999, 0.5050899, -0.05060512, 73.86885, 11.33933, -0.2371949268347883632398570039, 12224.37, -1343.61, -3.194287, 0.02042972, 0.1612821, 153.5472, 3.107615, 2.342525, 97.13089
 
1.119999, 0.5164862, -0.04555422, 74.4678, 11.34892, -0.2405687242500797252476699674, 12444.98, -1344.298, -3.194287, 0.02042972, 0.1612821, 154.9381, 3.107215, 2.342098, 97.17579
 
1.129999, 0.5265411, -0.04038936, 75.09685, 11.38601, -0.2431548664157252002651096147, 12668.41, -1344.988, -3.194287, 0.02042972, 0.1612821, 156.3344, 3.106909, 2.34167, 97.2207
 
1.139999, 0.5351528, -0.03512395, 75.73418, 11.42881, -0.2449417636110169257784522862, 12894.67, -1345.677, -3.194287, 0.02042972, 0.1612821, 157.7362, 3.106697, 2.341242, 97.26559
 
